iter	RMSE
241	0.06097008884
242	0.06092755951
243	0.06088255073
244	0.06084522578
245	0.06079975598
246	0.06077345048
247	0.0607345551
248	0.0607003048
249	0.06066375097
250	0.06062243978
251	0.06058447231
252	0.06055632672
253	0.06050594892
254	0.06046791282
255	0.06042606454
256	0.06038155329
257	0.0603413115
258	0.06030779185
259	0.06026417336
260	0.06021693712
261	0.06017542225
262	0.06013750503
263	0.06010271123
264	0.06006152583
265	0.06002869369
266	0.05999433253
267	0.05995373492
268	0.05991607314
269	0.0598791395
270	0.05983862626
271	0.05980397444
272	0.05976619467
273	0.05972656394
274	0.05969729803
275	0.05965763972
276	0.05962868044
277	0.0595983147
278	0.05956024143
279	0.05952825637
280	0.05948457849
281	0.05944553862
282	0.05940309099
283	0.05936967671
284	0.05932573202
285	0.05929595489
286	0.05925330207
287	0.05922939033
288	0.0591904787
289	0.0591522378
290	0.05912277846
291	0.05908651161
292	0.05904816119
293	0.05900444506
294	0.0589679971
295	0.05892506736
296	0.05889366599
297	0.05886728696
298	0.05883384058
299	0.05880116717
300	0.05876731819
301	0.05873361427
302	0.05870123753
303	0.0586711557
304	0.05863527599
305	0.05860326812
306	0.05856552225
307	0.05853044
308	0.05849622263
309	0.05846193794
310	0.05842516425
311	0.05839730086
312	0.05836079465
313	0.05832940261
314	0.05830057555
315	0.05826791122
316	0.05823633014
317	0.05820983058
318	0.05817970589
319	0.05814665431
320	0.0581158239
321	0.058077934
322	0.05805423288
323	0.05802796195
324	0.05798818116
325	0.05795142586
326	0.05793001221
327	0.0579013281
328	0.05786732531
329	0.05784358544
330	0.05780885704
331	0.05777791986
332	0.0577516621
333	0.0577221104
334	0.05768402916
335	0.05765427753
336	0.05763312501
337	0.05760200225
338	0.05757277589
339	0.05755189746
340	0.05752134027
341	0.05748800289
342	0.05745921879
343	0.05742804235
344	0.05740692184
345	0.05738615546
346	0.05735421374
347	0.05733170057
348	0.05729824043
349	0.05727160413
350	0.05724847573
351	0.05723515425
352	0.05720589203
353	0.05718213607
354	0.05715546249
355	0.05713545852
356	0.05711352973
357	0.05709800864
358	0.05707397691
359	0.05704758215
360	0.05702004772
361	0.05700106147
362	0.0569777109
363	0.05695495459
364	0.05693355877
365	0.05689977956
366	0.05686990973
367	0.0568364961
368	0.05681229434
369	0.05678869283
370	0.05675876942
371	0.05673932918
372	0.05670947954
373	0.05668364994
374	0.05666000698
375	0.05663221469
376	0.05660541341
377	0.05658091155
378	0.05656414638
379	0.05653305308
380	0.05652164473
381	0.0565001354
382	0.05646859596
383	0.05644525675
384	0.05641953666
385	0.05639747201
386	0.05637600331
387	0.05636123708
388	0.05633907975
389	0.05631786324
390	0.05629838729
391	0.05627538234
392	0.05625489841
393	0.0562360934
394	0.05621309261
395	0.05618472161
396	0.05615662602
397	0.0561415301
398	0.05612006404
399	0.05609343698
400	0.05607132629
401	0.0560544251
402	0.05602872687
403	0.0560064109
404	0.05597207996
405	0.05594487537
406	0.05592484152
407	0.05590642108
408	0.05588269289
409	0.05586855938
410	0.05584832291
411	0.05582804024
412	0.05579306699
413	0.05577462837
414	0.05575056764
415	0.05572901955
416	0.0557082366
417	0.05568599745
418	0.05566528454
419	0.05564279552
420	0.05561449519
421	0.05558706886
422	0.05557377825
423	0.05555697239
424	0.05553413344
425	0.05551523403
426	0.05549511337
427	0.05547354516
428	0.05545325561
429	0.05543205264
430	0.05541104123
431	0.0553968146
432	0.05538036318
433	0.05536716969
434	0.05534904298
435	0.05532280524
436	0.05529600161
437	0.05527251298
438	0.05526018159
439	0.05524009491
440	0.05522855632
441	0.05521316553
442	0.05519316659
443	0.0551741981
444	0.05514938684
445	0.05513151138
446	0.05510572894
447	0.05509358975
448	0.0550794456
449	0.05505868267
450	0.05504132615
451	0.05501842906
452	0.05499473812
453	0.05496814485
454	0.05494846591
455	0.05493812884
456	0.0549192049
457	0.05490441398
458	0.05487999906
459	0.05485103753
460	0.05483153513
461	0.05480161327
462	0.05478650781
463	0.05476930375
464	0.05474913069
465	0.05472975014
466	0.0547094704
467	0.0546911084
468	0.05467353849
469	0.05465112332
470	0.05463699535
471	0.05461868134
472	0.05459731936
473	0.05457754911
474	0.05455645349
475	0.05454300102
476	0.05452580294
477	0.05450813082
478	0.05448822166
479	0.05447623939
480	0.05445948687
481	0.05444260472
482	0.05442217485
483	0.05440766292
484	0.05439053065
485	0.05436979948
486	0.0543535694
487	0.05433571234
488	0.05431455297
489	0.05429305966
490	0.05427500966
491	0.05425435619
492	0.05424017834
493	0.0542311725
494	0.05421600911
495	0.05419385445
496	0.05417966089
497	0.05416125371
498	0.05414149521
499	0.05413008172
500	0.054109056
501	0.05409760812
502	0.05408309821
503	0.05406722962
504	0.05405890525
505	0.05404193035
506	0.05402151302
507	0.05400515965
508	0.05399434697
509	0.05397788761
510	0.05397268372
511	0.05394757184
512	0.05393440451
513	0.05392543038
514	0.05391254966
515	0.0538978559
516	0.0538769849
517	0.05386605612
518	0.0538498473
519	0.05383374381
520	0.05381924936
521	0.05380711714
522	0.05379135128
523	0.05377518605
524	0.05375998
525	0.05374281196
526	0.0537318766
527	0.05371783167
528	0.05369876933
529	0.05368636707
530	0.05367282981
531	0.05365798962
532	0.05364173556
533	0.05361199025
534	0.05359539784
535	0.05357588028
536	0.05356315888
537	0.05355447483
538	0.05353332349
539	0.05351263981
540	0.05349412734
541	0.05348270723
542	0.05346586341
543	0.05345296643
544	0.05343463403
545	0.05342048147
546	0.05340296326
547	0.05338569274
548	0.05337528238
549	0.05335478817
550	0.05333976271
551	0.05331564703
552	0.05329944568
553	0.0532836242
554	0.05327061266
555	0.05325972769
556	0.05324599172
557	0.05323117382
558	0.05321968325
559	0.05320771492
560	0.05319683809
561	0.05318071644
562	0.05317099325
563	0.05315217364
564	0.05314372756
565	0.05312744363
566	0.05311120985
567	0.05309976646
568	0.05308136287
569	0.05306389348
570	0.05304772762
571	0.05303620999
572	0.0530295076
573	0.05301477865
574	0.05300690647
575	0.05299247881
576	0.05297928825
577	0.05297128344
578	0.0529601459
579	0.05293605378
580	0.05292118025
581	0.05290089412
582	0.05289061128
583	0.05288304038
584	0.05286985924
585	0.05285651047
586	0.05284434388
587	0.05283018584
588	0.05280846629
589	0.05279871827
590	0.05278785121
591	0.05277163649
592	0.05275926432
593	0.05274862699
594	0.05273576025
595	0.05272338127
596	0.05271371907
597	0.05269843565
598	0.05269240211
599	0.0526734994
600	0.05266177255
601	0.05264323227
602	0.05263195189
603	0.05262232686
604	0.05259737141
605	0.05258323875
606	0.05257137788
607	0.05255763927
608	0.05254180298
609	0.05252445497
610	0.0525141916
611	0.05249764545
612	0.05248843979
613	0.05247288958
614	0.05245664078
615	0.05244937045
616	0.05243791223
617	0.05242268009
618	0.05240969975
619	0.05239383413
620	0.05238582015
621	0.05236419088
622	0.05234941139
623	0.052333099
624	0.05232439991
625	0.05231133632
626	0.05229554632
627	0.0522849121
628	0.05227331608
629	0.0522606925
630	0.05225702348
631	0.05224331461
632	0.05222525207
633	0.05221359314
634	0.05220166767
635	0.05219562372
636	0.05217868109
637	0.05216993088
638	0.05215794541
639	0.05214041655
640	0.05213077594
641	0.05211495394
642	0.05209989854
643	0.05208939905
644	0.05207779513
645	0.05206664146
646	0.05203943116
647	0.05202354204
648	0.05201214044
649	0.0520033455
650	0.05198864331
651	0.05197471806
652	0.05195718116
653	0.05195080667
654	0.05193848121
655	0.05193034141
656	0.0519239241
657	0.05191039305
658	0.05189976168
659	0.05188914582
660	0.05187490205
661	0.05185825457
662	0.05184981118
663	0.05183782584
664	0.05182454437
665	0.05181011821
666	0.05179668046
667	0.05178456936
668	0.05177591174
669	0.05176602694
670	0.05175526233
671	0.05174012689
672	0.05173106402
673	0.05172137342
674	0.05171421812
675	0.05170762452
676	0.05169165507
677	0.05168009926
678	0.05165926846
679	0.05164622227
680	0.0516335385
681	0.05162453455
682	0.05161250958
683	0.05160147547
684	0.05159910335
685	0.05158575983
686	0.0515807199
687	0.05156926665
688	0.05155974833
689	0.05154875001
690	0.05153578153
691	0.05152452792
692	0.05150962066
693	0.05149665654
694	0.05148630483
695	0.05147749829
696	0.05146435718
697	0.05145180628
698	0.05143491627
699	0.05142179796
700	0.05141656272
701	0.051402212
702	0.05139240943
703	0.05138341308
704	0.05138198327
705	0.05136952566
706	0.05135887339
707	0.05134923673
708	0.05132818556
709	0.05132184027
710	0.05131275911
711	0.05130555091
712	0.05129917817
713	0.05128381636
714	0.05127553557
715	0.05126204464
716	0.05124888293
717	0.05124316039
718	0.05123525597
719	0.05123194451
720	0.05122372548
721	0.05119582452
722	0.0511893513
723	0.05118419192
724	0.05117609193
725	0.0511667928
726	0.05115191431
727	0.0511411202
728	0.05112738478
729	0.05111252191
730	0.05110509214
731	0.05109912161
732	0.05109115331
733	0.05108138158
734	0.05107241912
735	0.05106220343
736	0.05104983965
737	0.05103821255
738	0.0510301444
739	0.05101758853
740	0.0510055675
741	0.05099586906
742	0.05098553826
743	0.05097627884
744	0.05097024155
745	0.05096409981
746	0.05095015049
747	0.05093864339
748	0.05092356328
749	0.05091203892
750	0.05090378917
751	0.050893304
752	0.05088476919
753	0.05086871365
754	0.05084886511
755	0.05083899322
756	0.05082754009
757	0.05081781446
758	0.05080719739
759	0.05079758001
760	0.05078600843
761	0.05078086721
762	0.05077155288
763	0.05076321647
764	0.05074940012
765	0.05074494385
766	0.05073588379
767	0.05072586531
768	0.05071544087
769	0.05070748272
770	0.05068405543
771	0.05067354163
772	0.05066654469
773	0.05065754039
774	0.05064934128
775	0.05064344986
776	0.05063846526
777	0.05062718072
778	0.05061386121
779	0.05060954935
780	0.05059709229
781	0.05059142635
782	0.05058748803
783	0.05058215478
784	0.05056867885
785	0.05055341632
786	0.05054728562
787	0.05054123333
788	0.05053178772
789	0.05052229259
790	0.0505160248
791	0.0505069283
792	0.05049544497
793	0.05048409291
794	0.05047668955
795	0.05046387666
796	0.05044669026
797	0.05043765175
798	0.05042354608
799	0.05041085488
800	0.0503996175
801	0.05038916105
802	0.05038393709
803	0.05037173495
804	0.05035904775
805	0.05034942109
806	0.05033861253
807	0.05033082248
808	0.0503177479
809	0.05031316559
810	0.05030876946
811	0.0503011848
812	0.0502906808
813	0.05027995758
814	0.05026924241
815	0.05026479107
816	0.05024893606
817	0.05024125502
818	0.05022815885
819	0.05021349909
820	0.05020078319
821	0.05018786418
822	0.05018080613
823	0.05017524377
824	0.0501718461
825	0.05016790191
826	0.050163107
827	0.05014658275
828	0.05013944104
829	0.05012934341
830	0.05011821897
831	0.0501113185
832	0.05010442038
833	0.05010247289
834	0.05010019917
835	0.05009102393
836	0.05007693673
837	0.05007308097
838	0.05006278497
839	0.05005434121
840	0.05004813713
841	0.05004174735
842	0.05003405029
843	0.05002461592
844	0.05001602471
845	0.05000801497
846	0.05000133775
847	0.04999171516
848	0.04998127736
849	0.04997240198
850	0.04996308993
851	0.04995446852
852	0.04994921641
853	0.04993931261
854	0.04992845297
855	0.04991890071
856	0.04990972363
857	0.049896299
858	0.04988701757
859	0.04988072045
860	0.04987599828
861	0.04986790715
862	0.04985566776
863	0.04984364551
864	0.04983788391
865	0.04981877515
866	0.04981547018
867	0.04980673131
868	0.04980080697
869	0.0497928525
870	0.04978440154
871	0.04976938369
872	0.04975887929
873	0.04974259273
874	0.04973254963
875	0.04972640213
876	0.04971448152
877	0.04970283671
878	0.04969593559
879	0.0496906886
880	0.04967950304
881	0.04966654297
882	0.04966230438
883	0.0496539369
884	0.04964936301
885	0.04964123262
886	0.04963248746
887	0.04962262582
888	0.04961133055
889	0.04959388254
890	0.04958274791
891	0.04956963684
892	0.04956463282
893	0.0495553355
894	0.04954955126
895	0.04953010992
896	0.04952743189
897	0.04951681246
898	0.04951106599
899	0.04950109915
900	0.04949471097
901	0.04949212558
902	0.04948683841
903	0.04947946783
904	0.0494702705
905	0.04946181678
906	0.04945672921
907	0.0494447145
908	0.04943695645
909	0.04943029403
910	0.04941822653
911	0.04940953077
912	0.04940080063
913	0.04937931737
914	0.04936921267
915	0.04933838674
916	0.04933520873
917	0.04933101376
918	0.04931996607
919	0.04930998452
920	0.04929897502
921	0.04928749756
922	0.04927816755
923	0.04926523247
924	0.04925218431
925	0.0492478903
926	0.04923882605
927	0.04922854901
928	0.04921726149
929	0.049213442
930	0.04920487174
931	0.04919643193
932	0.04918706042
933	0.04917783193
934	0.04915953306
935	0.04915006807
936	0.04914192176
937	0.04912874621
938	0.04912588976
939	0.04911216287
940	0.04910829182
941	0.04910189067
942	0.04909465574
943	0.04909096253
944	0.04908310593
945	0.04907161655
946	0.04906684934
947	0.04906202373
948	0.04905129448
949	0.04904038893
950	0.04903530654
951	0.04902648924
952	0.04902151577
953	0.04901085409
954	0.04899695681
955	0.04898765264
956	0.0489774029
957	0.04896246861
958	0.04895006344
959	0.04894612366
960	0.04894248366
961	0.04893511837
962	0.04892673727
963	0.04890968523
964	0.04889876771
965	0.04889064124
966	0.0488874986
967	0.04888039018
968	0.04887260789
969	0.04886139744
970	0.04884694769
971	0.04883928551
972	0.04882986077
973	0.04882639648
974	0.04882412558
975	0.04881360812
976	0.04881010704
977	0.04880401167
978	0.04878599803
979	0.0487739414
980	0.04876997569
981	0.04876444049
982	0.04875789675
983	0.04874899164
984	0.04874332849
985	0.04873821875
986	0.04873155054
987	0.04872385471
988	0.04871560436
989	0.04870600869
990	0.04870005334
991	0.04869288792
992	0.04868530819
993	0.04867376374
994	0.04866124285
995	0.04865199708
996	0.04864604055
997	0.04864075515
998	0.04863091312
999	0.04862636767
